station_id,fecha,lat,lon,PM2.5,PM10,O3,NO2,CO
EST_002,02/01/2023 11:00,15.4994,-89.1554,45.83,82.3,45.96,30.63,1.145
EST_002,02/01/2023 12:00,15.4994,-89.1554,40.8,68.94,37.97,34.8,1.309
EST_002,02/01/2023 13:00,15.4994,-89.1554,48.8,87.78,33.41,39.4,1.015
EST_002,02/01/2023 14:00,15.4994,-89.1554,43.05,83.19,28.25,35.86,0.898
EST_002,02/01/2023 15:00,15.4994,-89.1554,38.27,65.6,26.08,31.0,0.907
EST_002,02/01/2023 16:00,15.4994,-89.1554,36.4,69.67,28.08,29.14,0.88
EST_002,02/01/2023 17:00,15.4994,-89.1554,33.42,53.66,22.17,33.25,0.78
EST_002,02/01/2023 18:00,15.4994,-89.1554,23.89,49.08,17.16,16.02,0.809
EST_002,02/01/2023 19:00,15.4994,-89.1554,27.12,44.17,24.7,29.92,0.848
EST_002,02/01/2023 20:00,15.4994,-89.1554,26.26,54.09,30.94,14.63,0.804
EST_002,02/01/2023 21:00,15.4994,-89.1554,21.01,38.31,20.3,15.27,0.638
EST_002,02/01/2023 22:00,15.4994,-89.1554,23.19,53.92,29.41,18.5,0.754
EST_002,02/01/2023 23:00,15.4994,-89.1554,20.62,27.88,46.44,31.12,0.475
EST_002,03/01/2023 00:00,15.4994,-89.1554,24.04,31.46,28.97,28.39,0.337
EST_002,03/01/2023 01:00,15.4994,-89.1554,23.83,37.97,63.22,23.81,0.616
EST_002,03/01/2023 02:00,15.4994,-89.1554,22.35,29.16,36.61,22.85,0.356
EST_002,03/01/2023 03:00,15.4994,-89.1554,16.28,18.23,50.69,13.03,0.512
EST_002,03/01/2023 04:00,15.4994,-89.1554,34.14,66.42,47.82,24.78,0.702
EST_002,03/01/2023 05:00,15.4994,-89.1554,,48.37,81.2,23.18,0.712
EST_002,03/01/2023 06:00,15.4994,-89.1554,29.79,49.78,54.97,23.92,0.781
EST_002,03/01/2023 07:00,15.4994,-89.1554,31.07,52.84,54.31,30.84,0.76
EST_002,03/01/2023 08:00,15.4994,-89.1554,32.76,54.19,53.61,29.64,0.949
EST_002,03/01/2023 09:00,15.4994,-89.1554,45.0,94.2,55.1,38.0,1.112
EST_002,03/01/2023 10:00,15.4994,-89.1554,45.8,76.55,46.72,25.25,
EST_002,03/01/2023 11:00,15.4994,-89.1554,42.09,65.19,43.85,36.1,1.007
EST_002,03/01/2023 12:00,15.4994,-89.1554,39.68,77.79,,31.6,0.975
EST_002,03/01/2023 13:00,15.4994,-89.1554,42.97,75.63,35.4,33.68,1.009
EST_002,03/01/2023 14:00,15.4994,-89.1554,39.25,86.96,30.18,36.45,1.099
EST_002,03/01/2023 15:00,15.4994,-89.1554,36.35,61.21,36.24,28.07,1.046
EST_002,03/01/2023 16:00,15.4994,-89.1554,36.92,73.22,35.77,32.82,0.87
EST_002,03/01/2023 17:00,15.4994,-89.1554,30.62,63.77,18.8,,0.657
EST_002,03/01/2023 18:00,15.4994,-89.1554,31.5,52.53,28.16,24.7,0.842
EST_002,03/01/2023 19:00,15.4994,-89.1554,28.67,45.67,9.67,23.58,0.633
EST_002,03/01/2023 20:00,15.4994,-89.1554,28.26,56.8,30.35,,0.719
EST_002,03/01/2023 21:00,15.4994,-89.1554,20.08,40.74,20.13,18.5,0.512
EST_002,03/01/2023 22:00,15.4994,-89.1554,25.14,33.97,18.15,21.11,0.441
EST_002,03/01/2023 23:00,15.4994,-89.1554,16.06,19.89,32.97,18.88,0.526
EST_002,04/01/2023 00:00,15.4994,-89.1554,17.4,11.02,54.0,16.94,0.736
EST_002,04/01/2023 01:00,15.4994,-89.1554,17.96,37.09,46.99,28.22,0.585
EST_002,04/01/2023 02:00,15.4994,-89.1554,16.24,27.15,64.96,23.15,0.554
EST_002,04/01/2023 03:00,15.4994,-89.1554,28.28,,46.65,20.43,0.624
EST_002,04/01/2023 04:00,15.4994,-89.1554,20.43,23.24,67.8,24.73,0.475
EST_002,04/01/2023 05:00,15.4994,-89.1554,24.19,34.76,,20.8,0.61
EST_002,04/01/2023 06:00,15.4994,-89.1554,36.56,61.98,62.25,25.82,0.549
EST_002,04/01/2023 07:00,15.4994,-89.1554,30.02,48.65,61.49,28.47,1.051
EST_002,04/01/2023 08:00,15.4994,-89.1554,34.35,62.77,63.94,25.77,1.103
EST_002,04/01/2023 09:00,15.4994,-89.1554,32.3,62.81,56.65,35.59,1.051
EST_002,04/01/2023 10:00,15.4994,-89.1554,43.12,,42.61,32.4,1.073
EST_002,04/01/2023 11:00,15.4994,-89.1554,44.19,,53.98,33.95,0.935
EST_002,04/01/2023 12:00,15.4994,-89.1554,44.0,88.12,57.32,33.16,1.078
EST_002,04/01/2023 13:00,15.4994,-89.1554,42.65,70.13,28.99,50.52,1.269
EST_002,04/01/2023 14:00,15.4994,-89.1554,39.34,57.41,11.65,31.62,1.073
EST_002,04/01/2023 15:00,15.4994,-89.1554,34.76,,30.85,23.31,0.956
EST_002,04/01/2023 16:00,15.4994,-89.1554,31.24,43.45,19.37,24.0,0.774
EST_002,04/01/2023 17:00,15.4994,-89.1554,39.36,70.96,19.37,33.87,1.016
EST_002,04/01/2023 18:00,15.4994,-89.1554,34.15,55.22,25.56,34.68,0.793
EST_002,04/01/2023 19:00,15.4994,-89.1554,24.27,28.05,16.12,22.52,0.547
EST_002,04/01/2023 20:00,15.4994,-89.1554,25.53,,,30.39,0.558
EST_002,04/01/2023 21:00,15.4994,-89.1554,21.76,34.87,24.86,26.05,0.46
EST_002,04/01/2023 22:00,15.4994,-89.1554,16.04,15.76,44.7,20.12,
EST_002,04/01/2023 23:00,15.4994,-89.1554,21.57,46.01,35.12,18.97,0.531
EST_002,05/01/2023 00:00,15.4994,-89.1554,18.27,27.05,27.64,20.9,0.45
EST_002,05/01/2023 01:00,15.4994,-89.1554,15.93,37.39,,24.66,0.588
EST_002,05/01/2023 02:00,15.4994,-89.1554,14.3,19.86,51.39,23.06,0.548
EST_002,05/01/2023 03:00,15.4994,-89.1554,15.46,23.51,42.85,18.96,0.694
EST_002,05/01/2023 04:00,15.4994,-89.1554,23.5,45.06,41.7,23.13,0.614
EST_002,05/01/2023 05:00,15.4994,-89.1554,27.35,53.97,65.67,35.84,1.027
EST_002,05/01/2023 06:00,15.4994,-89.1554,25.99,52.93,66.84,29.26,0.744
EST_002,05/01/2023 07:00,15.4994,-89.1554,36.21,64.46,55.64,34.42,0.787
EST_002,05/01/2023 08:00,15.4994,-89.1554,35.04,67.31,60.26,34.7,0.847
EST_002,05/01/2023 09:00,15.4994,-89.1554,40.33,78.56,56.02,35.02,0.991
EST_002,05/01/2023 10:00,15.4994,-89.1554,38.13,70.23,56.02,35.47,0.888
EST_002,05/01/2023 11:00,15.4994,-89.1554,36.11,63.85,51.22,40.21,1.119
EST_002,05/01/2023 12:00,15.4994,-89.1554,40.96,62.16,13.94,39.59,0.909
EST_002,05/01/2023 13:00,15.4994,-89.1554,33.74,65.52,32.42,37.05,1.106
EST_002,05/01/2023 14:00,15.4994,-89.1554,41.75,75.49,35.18,31.46,0.925
EST_002,05/01/2023 15:00,15.4994,-89.1554,32.78,55.7,21.75,35.58,0.974
EST_002,05/01/2023 16:00,15.4994,-89.1554,39.99,82.21,23.04,31.66,1.01
EST_002,05/01/2023 17:00,15.4994,-89.1554,31.3,44.92,28.19,28.53,1.108
EST_002,05/01/2023 18:00,15.4994,-89.1554,35.72,77.45,,41.39,0.692
EST_002,05/01/2023 19:00,15.4994,-89.1554,22.21,39.8,35.76,18.23,0.707
EST_002,05/01/2023 20:00,15.4994,-89.1554,22.03,42.19,33.95,28.79,0.578
EST_002,05/01/2023 21:00,15.4994,-89.1554,25.25,42.29,24.67,18.03,0.501
EST_002,05/01/2023 22:00,15.4994,-89.1554,27.61,36.37,28.02,,0.469
EST_002,05/01/2023 23:00,15.4994,-89.1554,29.1,51.26,6.32,33.12,
EST_002,06/01/2023 00:00,15.4994,-89.1554,20.64,39.82,36.73,15.19,0.451
EST_002,06/01/2023 01:00,15.4994,-89.1554,,59.34,31.64,16.65,0.735
EST_002,06/01/2023 02:00,15.4994,-89.1554,20.33,35.01,52.21,,0.582
EST_002,06/01/2023 03:00,15.4994,-89.1554,28.86,34.41,55.67,18.11,0.487
EST_002,06/01/2023 04:00,15.4994,-89.1554,20.73,24.99,64.28,28.42,0.613
EST_002,06/01/2023 05:00,15.4994,-89.1554,29.96,,73.29,,0.642
EST_002,06/01/2023 06:00,15.4994,-89.1554,18.74,25.0,59.74,31.27,0.88
EST_002,06/01/2023 07:00,15.4994,-89.1554,27.44,60.8,82.12,23.42,0.714
EST_002,06/01/2023 08:00,15.4994,-89.1554,37.79,60.55,59.65,22.97,0.816
EST_002,06/01/2023 09:00,15.4994,-89.1554,30.97,54.29,41.04,32.51,0.953
EST_002,06/01/2023 10:00,15.4994,-89.1554,41.26,79.27,44.38,27.09,1.128
EST_002,06/01/2023 11:00,15.4994,-89.1554,44.66,73.83,41.45,43.32,1.213
EST_002,06/01/2023 12:00,15.4994,-89.1554,37.97,81.08,45.92,28.35,1.238
EST_002,06/01/2023 13:00,15.4994,-89.1554,35.29,64.13,25.35,30.54,1.143
EST_002,06/01/2023 14:00,15.4994,-89.1554,36.77,69.87,27.02,37.0,1.052
EST_002,06/01/2023 15:00,15.4994,-89.1554,32.73,56.76,24.25,30.73,1.092
EST_002,06/01/2023 16:00,15.4994,-89.1554,34.98,68.24,18.2,24.41,0.836
EST_002,06/01/2023 17:00,15.4994,-89.1554,33.59,73.09,28.8,40.27,0.693
EST_002,06/01/2023 18:00,15.4994,-89.1554,28.96,51.09,26.41,22.99,
EST_002,06/01/2023 19:00,15.4994,-89.1554,36.28,79.14,32.35,24.95,0.622
EST_002,06/01/2023 20:00,15.4994,-89.1554,21.9,34.53,19.37,22.95,0.643
EST_002,06/01/2023 21:00,15.4994,-89.1554,30.39,60.82,37.88,25.89,0.6
EST_002,06/01/2023 22:00,15.4994,-89.1554,16.64,33.87,16.36,23.38,0.565
EST_002,06/01/2023 23:00,15.4994,-89.1554,21.22,29.64,20.94,16.14,0.604
EST_002,07/01/2023 00:00,15.4994,-89.1554,26.43,49.29,27.86,18.37,0.583
EST_002,07/01/2023 01:00,15.4994,-89.1554,26.52,47.79,45.27,19.14,0.53
EST_002,07/01/2023 02:00,15.4994,-89.1554,19.76,,62.02,24.82,0.496
EST_002,07/01/2023 03:00,15.4994,-89.1554,26.23,50.08,48.12,16.5,0.599
EST_002,07/01/2023 04:00,15.4994,-89.1554,27.64,50.91,52.55,,0.59
EST_002,07/01/2023 05:00,15.4994,-89.1554,25.25,44.86,57.16,22.13,0.703
EST_002,07/01/2023 06:00,15.4994,-89.1554,33.62,59.96,65.73,27.96,1.062
EST_002,07/01/2023 07:00,15.4994,-89.1554,42.44,75.67,54.54,24.27,
EST_002,07/01/2023 08:00,15.4994,-89.1554,37.9,65.28,51.99,25.51,0.995
EST_002,07/01/2023 09:00,15.4994,-89.1554,40.45,73.93,40.69,29.28,0.942
EST_002,07/01/2023 10:00,15.4994,-89.1554,42.57,71.48,44.28,30.08,1.162
EST_002,07/01/2023 11:00,15.4994,-89.1554,32.91,80.49,56.95,33.66,1.166
EST_002,07/01/2023 12:00,15.4994,-89.1554,42.86,65.87,40.91,31.11,1.177
EST_002,07/01/2023 13:00,15.4994,-89.1554,35.14,58.57,27.43,39.21,1.111
EST_002,07/01/2023 14:00,15.4994,-89.1554,36.28,61.25,42.36,31.01,1.163
EST_002,07/01/2023 15:00,15.4994,-89.1554,48.45,103.53,20.01,29.19,1.139
EST_002,07/01/2023 16:00,15.4994,-89.1554,34.31,51.19,36.88,30.04,0.978
EST_002,07/01/2023 17:00,15.4994,-89.1554,29.46,56.44,34.72,,0.866
EST_002,07/01/2023 18:00,15.4994,-89.1554,36.34,67.4,20.56,29.07,0.889
EST_002,07/01/2023 19:00,15.4994,-89.1554,23.26,44.53,5.7,25.43,0.632
EST_002,07/01/2023 20:00,15.4994,-89.1554,23.35,51.92,45.57,16.83,0.578
EST_002,07/01/2023 21:00,15.4994,-89.1554,29.76,63.3,29.73,16.63,0.583
EST_002,07/01/2023 22:00,15.4994,-89.1554,22.15,36.26,26.76,14.68,0.366
EST_002,07/01/2023 23:00,15.4994,-89.1554,13.13,25.19,44.38,26.81,0.593
EST_002,08/01/2023 00:00,15.4994,-89.1554,23.32,27.06,47.02,22.65,0.404
EST_002,08/01/2023 01:00,15.4994,-89.1554,18.96,34.93,58.29,15.96,0.463
EST_002,08/01/2023 02:00,15.4994,-89.1554,,47.01,43.38,18.25,0.519
EST_002,08/01/2023 03:00,15.4994,-89.1554,20.51,35.43,57.33,18.22,0.592
EST_002,08/01/2023 04:00,15.4994,-89.1554,30.87,42.09,45.46,19.57,0.616
EST_002,08/01/2023 05:00,15.4994,-89.1554,36.91,69.68,65.98,28.23,0.716
EST_002,08/01/2023 06:00,15.4994,-89.1554,,33.89,59.77,26.56,0.794
EST_002,08/01/2023 07:00,15.4994,-89.1554,32.25,59.23,62.13,40.48,0.833
EST_002,08/01/2023 08:00,15.4994,-89.1554,37.57,57.82,55.86,38.25,0.873
EST_002,08/01/2023 09:00,15.4994,-89.1554,33.42,,51.63,40.2,1.12
EST_002,08/01/2023 10:00,15.4994,-89.1554,40.65,82.4,41.32,38.28,0.849
EST_002,08/01/2023 11:00,15.4994,-89.1554,39.17,75.22,53.08,,1.069
EST_002,08/01/2023 12:00,15.4994,-89.1554,39.42,,54.9,38.99,1.053
EST_002,08/01/2023 13:00,15.4994,-89.1554,40.55,85.47,29.26,33.98,1.132
EST_002,08/01/2023 14:00,15.4994,-89.1554,,65.22,35.54,43.08,0.914
EST_002,08/01/2023 15:00,15.4994,-89.1554,38.54,81.37,30.18,35.68,0.962
EST_002,08/01/2023 16:00,15.4994,-89.1554,32.66,,22.76,33.31,0.94
EST_002,08/01/2023 17:00,15.4994,-89.1554,30.47,,5.42,30.71,0.985
EST_002,08/01/2023 18:00,15.4994,-89.1554,30.07,50.18,6.98,,0.833
EST_002,08/01/2023 19:00,15.4994,-89.1554,27.86,42.7,12.87,18.76,0.604
EST_002,08/01/2023 20:00,15.4994,-89.1554,23.48,47.18,1.29,,0.601
EST_002,08/01/2023 21:00,15.4994,-89.1554,25.22,52.96,39.94,21.41,0.676
EST_002,08/01/2023 22:00,15.4994,-89.1554,12.95,30.62,33.68,14.04,0.42
EST_002,08/01/2023 23:00,15.4994,-89.1554,17.37,32.99,34.52,16.51,0.502
EST_002,09/01/2023 00:00,15.4994,-89.1554,19.29,35.77,18.1,11.75,0.499
EST_002,09/01/2023 01:00,15.4994,-89.1554,,34.37,26.94,23.54,0.472
EST_002,09/01/2023 02:00,15.4994,-89.1554,30.18,56.75,49.98,15.88,0.81
EST_002,09/01/2023 03:00,15.4994,-89.1554,23.72,47.03,73.85,23.19,0.547
EST_002,09/01/2023 04:00,15.4994,-89.1554,26.58,,50.33,29.67,
EST_002,09/01/2023 05:00,15.4994,-89.1554,25.7,53.0,67.96,22.57,0.646
EST_002,09/01/2023 06:00,15.4994,-89.1554,30.63,42.11,55.2,26.66,0.853
EST_002,09/01/2023 07:00,15.4994,-89.1554,27.22,47.95,59.87,23.55,0.965
EST_002,09/01/2023 08:00,15.4994,-89.1554,34.87,51.69,69.47,30.06,0.891
EST_002,09/01/2023 09:00,15.4994,-89.1554,33.1,,50.68,46.53,1.007
EST_002,09/01/2023 10:00,15.4994,-89.1554,38.0,81.53,43.1,38.82,0.97
EST_002,09/01/2023 11:00,15.4994,-89.1554,27.59,45.86,59.36,34.4,0.975
EST_002,09/01/2023 12:00,15.4994,-89.1554,35.09,64.18,40.46,32.94,1.204
EST_002,09/01/2023 13:00,15.4994,-89.1554,47.71,91.93,45.74,35.51,1.034
EST_002,09/01/2023 14:00,15.4994,-89.1554,43.55,61.85,23.15,,0.818
EST_002,09/01/2023 15:00,15.4994,-89.1554,44.41,75.75,39.92,31.56,1.189
EST_002,09/01/2023 16:00,15.4994,-89.1554,,79.74,25.42,34.65,0.87
EST_002,09/01/2023 17:00,15.4994,-89.1554,36.7,42.88,25.03,25.3,0.853
EST_002,09/01/2023 18:00,15.4994,-89.1554,28.49,43.46,21.32,23.21,0.964
EST_002,09/01/2023 19:00,15.4994,-89.1554,22.98,50.17,15.63,27.78,0.708
EST_002,09/01/2023 20:00,15.4994,-89.1554,31.49,64.71,22.66,18.16,0.634
EST_002,09/01/2023 21:00,15.4994,-89.1554,24.01,46.22,21.43,25.99,0.465
EST_002,09/01/2023 22:00,15.4994,-89.1554,34.57,69.29,39.6,21.0,0.377
EST_002,09/01/2023 23:00,15.4994,-89.1554,19.28,36.43,32.79,11.13,0.494
EST_002,10/01/2023 00:00,15.4994,-89.1554,30.64,59.59,25.03,20.55,0.536
EST_002,10/01/2023 01:00,15.4994,-89.1554,20.33,34.07,28.38,11.85,0.541
EST_002,10/01/2023 02:00,15.4994,-89.1554,28.8,52.76,32.73,24.54,0.492
EST_002,10/01/2023 03:00,15.4994,-89.1554,32.19,52.89,60.32,21.1,0.59
EST_002,10/01/2023 04:00,15.4994,-89.1554,20.67,47.32,45.81,33.26,0.466
EST_002,10/01/2023 05:00,15.4994,-89.1554,25.78,58.57,62.32,31.29,0.768
EST_002,10/01/2023 06:00,15.4994,-89.1554,25.63,57.17,61.37,22.7,0.816
EST_002,10/01/2023 07:00,15.4994,-89.1554,,45.76,,19.97,1.075
EST_002,10/01/2023 08:00,15.4994,-89.1554,39.14,62.81,61.7,28.22,0.951
EST_002,10/01/2023 09:00,15.4994,-89.1554,36.89,76.62,55.73,27.55,0.918
EST_002,10/01/2023 10:00,15.4994,-89.1554,39.73,75.86,22.9,44.06,1.055
EST_002,10/01/2023 11:00,15.4994,-89.1554,43.25,80.48,41.94,35.68,1.057
EST_002,10/01/2023 12:00,15.4994,-89.1554,31.53,51.68,44.25,,1.143
EST_002,10/01/2023 13:00,15.4994,-89.1554,46.91,87.84,51.23,34.3,1.092
EST_002,10/01/2023 14:00,15.4994,-89.1554,37.74,59.24,46.86,34.03,0.934
EST_002,10/01/2023 15:00,15.4994,-89.1554,40.56,78.08,12.23,33.49,0.849
EST_002,10/01/2023 16:00,15.4994,-89.1554,38.93,81.11,19.18,37.53,0.976
EST_002,10/01/2023 17:00,15.4994,-89.1554,40.27,85.54,5.02,31.63,
EST_002,10/01/2023 18:00,15.4994,-89.1554,30.31,60.23,35.2,22.71,0.808
EST_002,10/01/2023 19:00,15.4994,-89.1554,17.63,20.68,30.81,34.04,0.804
EST_002,10/01/2023 20:00,15.4994,-89.1554,26.13,48.61,26.19,22.54,0.751
EST_002,10/01/2023 21:00,15.4994,-89.1554,24.78,61.72,27.52,,0.615
EST_002,10/01/2023 22:00,15.4994,-89.1554,17.02,23.68,43.81,6.92,0.459
EST_002,10/01/2023 23:00,15.4994,-89.1554,21.93,39.0,46.94,,0.53
EST_002,11/01/2023 00:00,15.4994,-89.1554,19.05,45.6,51.58,20.51,0.621
EST_002,11/01/2023 01:00,15.4994,-89.1554,14.49,31.01,49.74,20.77,
EST_002,11/01/2023 02:00,15.4994,-89.1554,25.56,65.85,46.51,19.06,0.615
EST_002,11/01/2023 03:00,15.4994,-89.1554,20.98,31.9,61.81,19.47,0.542
EST_002,11/01/2023 04:00,15.4994,-89.1554,23.84,34.99,65.48,22.15,0.63
EST_002,11/01/2023 05:00,15.4994,-89.1554,25.97,56.54,57.41,28.25,0.71
EST_002,11/01/2023 06:00,15.4994,-89.1554,37.06,57.13,56.49,31.2,0.795
EST_002,11/01/2023 07:00,15.4994,-89.1554,33.26,58.3,70.65,28.92,0.994
EST_002,11/01/2023 08:00,15.4994,-89.1554,36.28,64.78,73.96,36.74,0.715
EST_002,11/01/2023 09:00,15.4994,-89.1554,35.76,72.65,46.65,33.26,1.015
EST_002,11/01/2023 10:00,15.4994,-89.1554,41.87,80.27,47.37,,1.052
EST_002,11/01/2023 11:00,15.4994,-89.1554,47.3,88.8,48.69,36.72,0.953
EST_002,11/01/2023 12:00,15.4994,-89.1554,44.14,76.23,44.87,29.2,1.167
EST_002,11/01/2023 13:00,15.4994,-89.1554,44.0,88.91,29.6,36.89,1.017
EST_002,11/01/2023 14:00,15.4994,-89.1554,42.6,108.88,48.84,27.22,1.024
EST_002,11/01/2023 15:00,15.4994,-89.1554,31.08,61.47,30.08,28.52,1.197
EST_002,11/01/2023 16:00,15.4994,-89.1554,31.53,57.56,27.99,21.91,1.051
EST_002,11/01/2023 17:00,15.4994,-89.1554,32.48,48.08,38.27,29.19,0.935
EST_002,11/01/2023 18:00,15.4994,-89.1554,27.29,44.02,15.51,36.05,0.838
EST_002,11/01/2023 19:00,15.4994,-89.1554,23.01,39.71,19.8,25.34,0.706
EST_002,11/01/2023 20:00,15.4994,-89.1554,16.57,25.54,10.15,27.22,0.85
EST_002,11/01/2023 21:00,15.4994,-89.1554,17.13,30.7,24.13,34.1,0.668
EST_002,11/01/2023 22:00,15.4994,-89.1554,20.99,52.01,15.11,23.09,0.465
EST_002,11/01/2023 23:00,15.4994,-89.1554,20.93,47.65,42.3,16.45,0.37
EST_002,12/01/2023 00:00,15.4994,-89.1554,16.98,29.29,44.2,16.86,
EST_002,12/01/2023 01:00,15.4994,-89.1554,21.68,29.36,42.41,20.28,0.505
EST_002,12/01/2023 02:00,15.4994,-89.1554,20.12,46.91,49.0,17.91,0.397
EST_002,12/01/2023 03:00,15.4994,-89.1554,29.33,52.41,61.76,19.55,0.631
EST_002,12/01/2023 04:00,15.4994,-89.1554,25.15,31.45,45.96,28.93,0.623
EST_002,12/01/2023 05:00,15.4994,-89.1554,31.85,63.03,,31.06,0.775
EST_002,12/01/2023 06:00,15.4994,-89.1554,31.98,65.77,67.0,19.77,0.844
EST_002,12/01/2023 07:00,15.4994,-89.1554,26.54,28.37,41.5,25.98,0.817
EST_002,12/01/2023 08:00,15.4994,-89.1554,35.52,57.33,64.17,29.68,1.013
EST_002,12/01/2023 09:00,15.4994,-89.1554,31.87,56.47,37.4,36.65,0.962
EST_002,12/01/2023 10:00,15.4994,-89.1554,39.1,76.25,48.82,40.64,1.017
EST_002,12/01/2023 11:00,15.4994,-89.1554,36.91,62.32,33.54,49.24,1.037
EST_002,12/01/2023 12:00,15.4994,-89.1554,42.89,70.55,54.31,33.67,1.213
EST_002,12/01/2023 13:00,15.4994,-89.1554,33.93,66.9,23.25,33.65,1.062
EST_002,12/01/2023 14:00,15.4994,-89.1554,39.72,67.76,13.5,37.87,1.197
EST_002,12/01/2023 15:00,15.4994,-89.1554,40.93,78.01,27.19,30.25,1.19
EST_002,12/01/2023 16:00,15.4994,-89.1554,40.54,64.07,18.54,31.3,0.876
EST_002,12/01/2023 17:00,15.4994,-89.1554,29.77,42.76,5.64,28.0,0.586
EST_002,12/01/2023 18:00,15.4994,-89.1554,31.09,62.01,25.26,14.89,0.904
EST_002,12/01/2023 19:00,15.4994,-89.1554,29.34,54.83,0.77,26.55,0.688
EST_002,12/01/2023 20:00,15.4994,-89.1554,33.75,68.12,12.32,23.09,0.563
EST_002,12/01/2023 21:00,15.4994,-89.1554,16.54,25.51,20.11,28.7,0.529
EST_002,12/01/2023 22:00,15.4994,-89.1554,17.8,25.68,38.02,21.1,0.499
EST_002,12/01/2023 23:00,15.4994,-89.1554,35.39,74.58,47.78,14.0,0.64
EST_002,13/01/2023 00:00,15.4994,-89.1554,19.66,23.2,51.03,18.71,0.516
EST_002,13/01/2023 01:00,15.4994,-89.1554,11.91,31.46,43.64,9.82,0.639
EST_002,13/01/2023 02:00,15.4994,-89.1554,19.46,45.59,25.73,15.02,0.59
EST_002,13/01/2023 03:00,15.4994,-89.1554,10.12,25.1,58.05,25.52,0.557
EST_002,13/01/2023 04:00,15.4994,-89.1554,27.24,43.54,72.03,22.76,0.611
EST_002,13/01/2023 05:00,15.4994,-89.1554,32.5,51.97,71.66,30.54,0.779
EST_002,13/01/2023 06:00,15.4994,-89.1554,26.49,46.0,64.63,18.17,0.882
EST_002,13/01/2023 07:00,15.4994,-89.1554,,45.95,47.42,28.86,0.977
EST_002,13/01/2023 08:00,15.4994,-89.1554,40.67,65.52,52.07,29.62,0.924
EST_002,13/01/2023 09:00,15.4994,-89.1554,29.38,58.04,73.48,38.44,1.03
EST_002,13/01/2023 10:00,15.4994,-89.1554,33.11,64.8,35.83,38.29,1.118
EST_002,13/01/2023 11:00,15.4994,-89.1554,39.58,62.85,33.7,38.94,1.051
EST_002,13/01/2023 12:00,15.4994,-89.1554,37.31,72.56,49.43,43.71,0.987
EST_002,13/01/2023 13:00,15.4994,-89.1554,39.26,74.3,30.51,33.89,1.009
EST_002,13/01/2023 14:00,15.4994,-89.1554,33.42,72.23,18.18,41.6,1.036
EST_002,13/01/2023 15:00,15.4994,-89.1554,39.22,75.15,41.14,28.44,1.078
EST_002,13/01/2023 16:00,15.4994,-89.1554,35.34,72.07,27.29,26.6,1.076
EST_002,13/01/2023 17:00,15.4994,-89.1554,36.42,69.37,16.86,33.83,0.742
EST_002,13/01/2023 18:00,15.4994,-89.1554,32.09,65.6,8.54,20.48,0.74
EST_002,13/01/2023 19:00,15.4994,-89.1554,29.54,42.87,41.16,28.79,0.687
EST_002,13/01/2023 20:00,15.4994,-89.1554,18.86,32.98,22.43,24.51,0.729
EST_002,13/01/2023 21:00,15.4994,-89.1554,26.49,47.37,,27.7,0.535
EST_002,13/01/2023 22:00,15.4994,-89.1554,20.79,35.47,38.94,20.77,0.497
EST_002,13/01/2023 23:00,15.4994,-89.1554,20.61,40.66,29.61,20.55,0.369
EST_002,14/01/2023 00:00,15.4994,-89.1554,26.35,52.51,34.87,22.55,0.548
EST_002,14/01/2023 01:00,15.4994,-89.1554,17.86,35.28,59.64,16.96,0.494
EST_002,14/01/2023 02:00,15.4994,-89.1554,29.21,51.17,64.63,17.54,0.475
EST_002,14/01/2023 03:00,15.4994,-89.1554,31.27,50.4,35.37,24.72,0.562
EST_002,14/01/2023 04:00,15.4994,-89.1554,29.89,62.58,62.82,23.85,0.763
EST_002,14/01/2023 05:00,15.4994,-89.1554,23.64,45.34,58.11,23.89,0.622
EST_002,14/01/2023 06:00,15.4994,-89.1554,20.2,28.21,49.67,27.59,0.716
EST_002,14/01/2023 07:00,15.4994,-89.1554,39.12,68.86,61.94,38.04,1.003
EST_002,14/01/2023 08:00,15.4994,-89.1554,36.69,52.1,43.82,29.78,0.958
EST_002,14/01/2023 09:00,15.4994,-89.1554,34.49,62.36,49.48,31.3,1.079
EST_002,14/01/2023 10:00,15.4994,-89.1554,45.67,80.62,42.02,26.39,1.1
EST_002,14/01/2023 11:00,15.4994,-89.1554,36.5,61.1,40.18,35.52,1.086
EST_002,14/01/2023 12:00,15.4994,-89.1554,39.03,82.93,39.29,39.28,1.065
EST_002,14/01/2023 13:00,15.4994,-89.1554,43.44,68.94,24.67,39.91,1.173
EST_002,14/01/2023 14:00,15.4994,-89.1554,34.25,67.3,45.73,35.47,1.176
EST_002,14/01/2023 15:00,15.4994,-89.1554,37.69,85.33,30.79,38.44,1.121
EST_002,14/01/2023 16:00,15.4994,-89.1554,41.61,83.52,40.63,35.66,0.831
EST_002,14/01/2023 17:00,15.4994,-89.1554,34.81,62.41,19.08,35.64,1.008
EST_002,14/01/2023 18:00,15.4994,-89.1554,37.41,,14.51,32.92,0.764
EST_002,14/01/2023 19:00,15.4994,-89.1554,34.26,50.76,38.27,33.78,0.647
EST_002,14/01/2023 20:00,15.4994,-89.1554,26.22,43.9,16.9,23.15,0.633
EST_002,14/01/2023 21:00,15.4994,-89.1554,12.43,16.87,24.07,15.71,0.671
EST_002,14/01/2023 22:00,15.4994,-89.1554,17.0,24.84,37.2,24.39,0.594
